active_terms_pruned,active_terms_raw,dimension,elapsed_s_non_evidence,environment,error_message,error_type,fit_initial_condition_set,fit_state_sha256,generalization_after_optimization_r2_arithmetic_mean,generalization_after_optimization_r2_variance_weighted,generalization_before_optimization_r2_arithmetic_mean,generalization_before_optimization_r2_variance_weighted,generalization_initial_condition_set,generalization_r2_arithmetic_mean,generalization_r2_arithmetic_mean_gt_0_9,generalization_r2_variance_weighted,generalization_r2_variance_weighted_gt_0_9,generalization_state_sha256,generalization_status,git_hash,method,method_config,model,odeformer_beam_early_stopping,odeformer_beam_length_penalty,odeformer_beam_size,odeformer_beam_temperature,odeformer_beam_type,odeformer_candidates_evaluated,odeformer_commit,odeformer_config_id,odeformer_constant_optimization_enabled,odeformer_constant_optimization_eval_objective,odeformer_constant_optimization_init_random,odeformer_constant_optimization_objective,odeformer_constant_optimization_track_eval_history,odeformer_constants_after_optimization,odeformer_constants_before_optimization,odeformer_environment_id,odeformer_eval_subsample_ratio,odeformer_expression_after_optimization,odeformer_expression_before_optimization,odeformer_fitted_constants,odeformer_max_generated_output_len,odeformer_max_input_points,odeformer_model_canonical,odeformer_model_raw,odeformer_optimization_error_message,odeformer_optimization_error_type,odeformer_optimization_nfev,odeformer_optimization_nit,odeformer_optimization_status,odeformer_optimization_stop_reason,odeformer_parameter_optimization,odeformer_parameter_optimization_iterations,odeformer_rescale,odeformer_sort_metric,odeformer_weight_sha256,odeformer_weights_path,reconstruction_after_optimization_r2_arithmetic_mean,reconstruction_after_optimization_r2_variance_weighted,reconstruction_before_optimization_r2_arithmetic_mean,reconstruction_before_optimization_r2_variance_weighted,reconstruction_r2_arithmetic_mean,reconstruction_r2_arithmetic_mean_gt_0_9,reconstruction_r2_variance_weighted,reconstruction_r2_variance_weighted_gt_0_9,reconstruction_status,record_schema,status,structure_hit_pruned,structure_hit_raw,system_id,time_sha256,timeout_enforced,timeout_seconds_per_cell,true_terms
[],[],1,5.31018523900002,"{""gdown"":""5.2.2"",""numpy"":""1.23.5"",""pandas"":""1.5.3"",""pysindy"":""1.7.5"",""scikit-learn"":""1.2.2"",""scipy"":""1.10.1"",""sympy"":""1.13.3"",""torch"":""2.14.0+cpu""}",,,1,0ee16225ff89698a75ca1dd4d2560af9956e8ab3b3b0058633eb0205457986e8,0.99631327914811,0.99631327914811,0.99631327914811,0.99631327914811,2,0.99631327914811,True,0.99631327914811,True,6906ca0a07a887c83ae9cc220226eb21a137b4de61d699f78de1a2ac458d7470,success,unknown,odeformer,"{""beam_early_stopping"":true,""beam_length_penalty"":1.0,""beam_size"":10,""beam_temperature"":0.1,""beam_type"":""sampling"",""commit"":""c9193012ad07a97186290b98d8290d1a177f4609"",""config_id"":""beam10_noopt"",""constant_optimization_enabled"":false,""constant_optimization_eval_objective"":""r2"",""constant_optimization_init_random"":false,""constant_optimization_objective"":""r2"",""constant_optimization_track_eval_history"":true,""environment_id"":""candidate"",""eval_subsample_ratio"":""not_applied_full_512_point_trajectory"",""max_generated_output_len"":200,""max_input_points"":10000,""parameter_optimization"":""disabled"",""parameter_optimization_iterations"":0,""rescale"":true,""seed"":2023,""sort_metric"":""snmse"",""weight_sha256"":""56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8"",""weights_path"":""/opt/odeformer/odeformer.pt"",""weights_source"":""google_drive_id_1L_UZ0qgrBVkRuhg5j3BQoGxlvMk_Pm1W""}",0.27 - 0.3521*x_0,True,1.0,10,0.1,sampling,10,c9193012ad07a97186290b98d8290d1a177f4609,beam10_noopt,False,r2,False,r2,True,"[0.27,0.3521]","[0.27,0.3521]",candidate,not_applied_full_512_point_trajectory,0.27 - 0.3521*x_0,0.27 - 0.3521*x_0,"[0.27,0.3521]",200,10000,0.27 - 0.3521*x_0,0.2700 + -0.3521 * x_0,,,0,0,not_requested,,disabled,0,True,snmse,56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8,/opt/odeformer/odeformer.pt,0.9998470776045648,0.9998470776045648,0.9998470776045648,0.9998470776045648,0.9998470776045648,True,0.9998470776045648,True,success,phasec_external_baseline_v1,success,False,False,1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,False,,[]
[],[],1,8.768773190000502,"{""gdown"":""5.2.2"",""numpy"":""1.23.5"",""pandas"":""1.5.3"",""pysindy"":""1.7.5"",""scikit-learn"":""1.2.2"",""scipy"":""1.10.1"",""sympy"":""1.13.3"",""torch"":""2.14.0+cpu""}",,,1,0ee16225ff89698a75ca1dd4d2560af9956e8ab3b3b0058633eb0205457986e8,0.999998473788782,0.999998473788782,0.99631327914811,0.99631327914811,2,0.999998473788782,True,0.999998473788782,True,6906ca0a07a887c83ae9cc220226eb21a137b4de61d699f78de1a2ac458d7470,success,unknown,odeformer,"{""beam_early_stopping"":true,""beam_length_penalty"":1.0,""beam_size"":10,""beam_temperature"":0.1,""beam_type"":""sampling"",""commit"":""c9193012ad07a97186290b98d8290d1a177f4609"",""config_id"":""beam10_opt"",""constant_optimization_enabled"":true,""constant_optimization_eval_objective"":""r2"",""constant_optimization_init_random"":false,""constant_optimization_objective"":""r2"",""constant_optimization_track_eval_history"":true,""environment_id"":""candidate"",""eval_subsample_ratio"":""not_applied_full_512_point_trajectory"",""max_generated_output_len"":200,""max_input_points"":10000,""parameter_optimization"":""odeformer_constant_optimizer"",""parameter_optimization_iterations"":0,""rescale"":true,""seed"":2023,""sort_metric"":""snmse"",""weight_sha256"":""56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8"",""weights_path"":""/opt/odeformer/odeformer.pt"",""weights_source"":""google_drive_id_1L_UZ0qgrBVkRuhg5j3BQoGxlvMk_Pm1W""}",0.30236694201163333 - 0.36059523683052147*x_0,True,1.0,10,0.1,sampling,10,c9193012ad07a97186290b98d8290d1a177f4609,beam10_opt,True,r2,False,r2,True,"[0.30236694201163333,0.36059523683052147]","[0.27,0.3521]",candidate,not_applied_full_512_point_trajectory,0.30236694201163333 - 0.36059523683052147*x_0,0.27 - 0.3521*x_0,"[0.30236694201163333,0.36059523683052147]",200,10000,0.30236694201163333 - 0.36059523683052147*x_0,0.2700 + -0.3521 * x_0,,,21,4,success,Optimization terminated successfully.,odeformer_constant_optimizer,4,True,snmse,56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8,/opt/odeformer/odeformer.pt,0.999999878389091,0.999999878389091,0.9998470776045648,0.9998470776045648,0.999999878389091,True,0.999999878389091,True,success,phasec_external_baseline_v1,success,False,False,1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,False,,[]
[],[],1,64.41938796799968,"{""gdown"":""5.2.2"",""numpy"":""1.23.5"",""pandas"":""1.5.3"",""pysindy"":""1.7.5"",""scikit-learn"":""1.2.2"",""scipy"":""1.10.1"",""sympy"":""1.13.3"",""torch"":""2.14.0+cpu""}",,,1,0ee16225ff89698a75ca1dd4d2560af9956e8ab3b3b0058633eb0205457986e8,0.9987112477003562,0.9987112477003562,0.9987112477003562,0.9987112477003562,2,0.9987112477003562,True,0.9987112477003562,True,6906ca0a07a887c83ae9cc220226eb21a137b4de61d699f78de1a2ac458d7470,success,unknown,odeformer,"{""beam_early_stopping"":true,""beam_length_penalty"":1.0,""beam_size"":50,""beam_temperature"":0.1,""beam_type"":""sampling"",""commit"":""c9193012ad07a97186290b98d8290d1a177f4609"",""config_id"":""beam50_noopt"",""constant_optimization_enabled"":false,""constant_optimization_eval_objective"":""r2"",""constant_optimization_init_random"":false,""constant_optimization_objective"":""r2"",""constant_optimization_track_eval_history"":true,""environment_id"":""candidate"",""eval_subsample_ratio"":""not_applied_full_512_point_trajectory"",""max_generated_output_len"":200,""max_input_points"":10000,""parameter_optimization"":""disabled"",""parameter_optimization_iterations"":0,""rescale"":true,""seed"":2023,""sort_metric"":""snmse"",""weight_sha256"":""56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8"",""weights_path"":""/opt/odeformer/odeformer.pt"",""weights_source"":""google_drive_id_1L_UZ0qgrBVkRuhg5j3BQoGxlvMk_Pm1W""}",0.2835 - 0.3557*x_0,True,1.0,50,0.1,sampling,50,c9193012ad07a97186290b98d8290d1a177f4609,beam50_noopt,False,r2,False,r2,True,"[0.2835,0.3557]","[0.2835,0.3557]",candidate,not_applied_full_512_point_trajectory,0.2835 - 0.3557*x_0,0.2835 - 0.3557*x_0,"[0.2835,0.3557]",200,10000,0.2835 - 0.3557*x_0,0.2835 + -0.3557 * x_0,,,0,0,not_requested,,disabled,0,True,snmse,56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8,/opt/odeformer/odeformer.pt,0.9999489027620249,0.9999489027620249,0.9999489027620249,0.9999489027620249,0.9999489027620249,True,0.9999489027620249,True,success,phasec_external_baseline_v1,success,False,False,1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,False,,[]
[],[],1,63.45303263999995,"{""gdown"":""5.2.2"",""numpy"":""1.23.5"",""pandas"":""1.5.3"",""pysindy"":""1.7.5"",""scikit-learn"":""1.2.2"",""scipy"":""1.10.1"",""sympy"":""1.13.3"",""torch"":""2.14.0+cpu""}",,,1,0ee16225ff89698a75ca1dd4d2560af9956e8ab3b3b0058633eb0205457986e8,0.9999984313910047,0.9999984313910047,0.9987112477003562,0.9987112477003562,2,0.9999984313910047,True,0.9999984313910047,True,6906ca0a07a887c83ae9cc220226eb21a137b4de61d699f78de1a2ac458d7470,success,unknown,odeformer,"{""beam_early_stopping"":true,""beam_length_penalty"":1.0,""beam_size"":50,""beam_temperature"":0.1,""beam_type"":""sampling"",""commit"":""c9193012ad07a97186290b98d8290d1a177f4609"",""config_id"":""beam50_opt"",""constant_optimization_enabled"":true,""constant_optimization_eval_objective"":""r2"",""constant_optimization_init_random"":false,""constant_optimization_objective"":""r2"",""constant_optimization_track_eval_history"":true,""environment_id"":""candidate"",""eval_subsample_ratio"":""not_applied_full_512_point_trajectory"",""max_generated_output_len"":200,""max_input_points"":10000,""parameter_optimization"":""odeformer_constant_optimizer"",""parameter_optimization_iterations"":0,""rescale"":true,""seed"":2023,""sort_metric"":""snmse"",""weight_sha256"":""56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8"",""weights_path"":""/opt/odeformer/odeformer.pt"",""weights_source"":""google_drive_id_1L_UZ0qgrBVkRuhg5j3BQoGxlvMk_Pm1W""}",0.3023574068790664 - 0.36059301374692987*x_0,True,1.0,50,0.1,sampling,50,c9193012ad07a97186290b98d8290d1a177f4609,beam50_opt,True,r2,False,r2,True,"[0.3023574068790664,0.36059301374692987]","[0.2835,0.3557]",candidate,not_applied_full_512_point_trajectory,0.3023574068790664 - 0.36059301374692987*x_0,0.2835 - 0.3557*x_0,"[0.3023574068790664,0.36059301374692987]",200,10000,0.3023574068790664 - 0.36059301374692987*x_0,0.2835 + -0.3557 * x_0,,,21,4,success,Optimization terminated successfully.,odeformer_constant_optimizer,4,True,snmse,56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8,/opt/odeformer/odeformer.pt,0.9999998783536206,0.9999998783536205,0.9999489027620249,0.9999489027620249,0.9999998783536206,True,0.9999998783536205,True,success,phasec_external_baseline_v1,success,False,False,1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,False,,[]
[],[],1,3.4452300279990595,"{""gdown"":""5.2.2"",""numpy"":""1.23.5"",""pandas"":""1.5.3"",""pysindy"":""1.7.5"",""scikit-learn"":""1.2.2"",""scipy"":""1.10.1"",""sympy"":""1.13.3"",""torch"":""2.14.0+cpu""}",,,2,6906ca0a07a887c83ae9cc220226eb21a137b4de61d699f78de1a2ac458d7470,0.9996670751181589,0.9996670751181588,0.9996670751181589,0.9996670751181588,1,0.9996670751181589,True,0.9996670751181588,True,0ee16225ff89698a75ca1dd4d2560af9956e8ab3b3b0058633eb0205457986e8,success,unknown,odeformer,"{""beam_early_stopping"":true,""beam_length_penalty"":1.0,""beam_size"":10,""beam_temperature"":0.1,""beam_type"":""sampling"",""commit"":""c9193012ad07a97186290b98d8290d1a177f4609"",""config_id"":""beam10_noopt"",""constant_optimization_enabled"":false,""constant_optimization_eval_objective"":""r2"",""constant_optimization_init_random"":false,""constant_optimization_objective"":""r2"",""constant_optimization_track_eval_history"":true,""environment_id"":""candidate"",""eval_subsample_ratio"":""not_applied_full_512_point_trajectory"",""max_generated_output_len"":200,""max_input_points"":10000,""parameter_optimization"":""disabled"",""parameter_optimization_iterations"":0,""rescale"":true,""seed"":2023,""sort_metric"":""snmse"",""weight_sha256"":""56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8"",""weights_path"":""/opt/odeformer/odeformer.pt"",""weights_source"":""google_drive_id_1L_UZ0qgrBVkRuhg5j3BQoGxlvMk_Pm1W""}",0.3049 - 0.3665*x_0,True,1.0,10,0.1,sampling,10,c9193012ad07a97186290b98d8290d1a177f4609,beam10_noopt,False,r2,False,r2,True,"[0.3049,0.3665]","[0.3049,0.3665]",candidate,not_applied_full_512_point_trajectory,0.3049 - 0.3665*x_0,0.3049 - 0.3665*x_0,"[0.3049,0.3665]",200,10000,0.3049 - 0.3665*x_0,0.3049 + -0.3665 * x_0,,,0,0,not_requested,,disabled,0,True,snmse,56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8,/opt/odeformer/odeformer.pt,0.9994187350939058,0.9994187350939058,0.9994187350939058,0.9994187350939058,0.9994187350939058,True,0.9994187350939058,True,success,phasec_external_baseline_v1,success,False,False,1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,False,,[]
[],[],1,5.865518131000499,"{""gdown"":""5.2.2"",""numpy"":""1.23.5"",""pandas"":""1.5.3"",""pysindy"":""1.7.5"",""scikit-learn"":""1.2.2"",""scipy"":""1.10.1"",""sympy"":""1.13.3"",""torch"":""2.14.0+cpu""}",,,2,6906ca0a07a887c83ae9cc220226eb21a137b4de61d699f78de1a2ac458d7470,0.9999997177635155,0.9999997177635155,0.9996670751181589,0.9996670751181588,1,0.9999997177635155,True,0.9999997177635155,True,0ee16225ff89698a75ca1dd4d2560af9956e8ab3b3b0058633eb0205457986e8,success,unknown,odeformer,"{""beam_early_stopping"":true,""beam_length_penalty"":1.0,""beam_size"":10,""beam_temperature"":0.1,""beam_type"":""sampling"",""commit"":""c9193012ad07a97186290b98d8290d1a177f4609"",""config_id"":""beam10_opt"",""constant_optimization_enabled"":true,""constant_optimization_eval_objective"":""r2"",""constant_optimization_init_random"":false,""constant_optimization_objective"":""r2"",""constant_optimization_track_eval_history"":true,""environment_id"":""candidate"",""eval_subsample_ratio"":""not_applied_full_512_point_trajectory"",""max_generated_output_len"":200,""max_input_points"":10000,""parameter_optimization"":""odeformer_constant_optimizer"",""parameter_optimization_iterations"":0,""rescale"":true,""seed"":2023,""sort_metric"":""snmse"",""weight_sha256"":""56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8"",""weights_path"":""/opt/odeformer/odeformer.pt"",""weights_source"":""google_drive_id_1L_UZ0qgrBVkRuhg5j3BQoGxlvMk_Pm1W""}",0.30268625667384647 - 0.360561340198561*x_0,True,1.0,10,0.1,sampling,10,c9193012ad07a97186290b98d8290d1a177f4609,beam10_opt,True,r2,False,r2,True,"[0.30268625667384647,0.360561340198561]","[0.3049,0.3665]",candidate,not_applied_full_512_point_trajectory,0.30268625667384647 - 0.360561340198561*x_0,0.3049 - 0.3665*x_0,"[0.30268625667384647,0.360561340198561]",200,10000,0.30268625667384647 - 0.360561340198561*x_0,0.3049 + -0.3665 * x_0,,,21,4,success,Optimization terminated successfully.,odeformer_constant_optimizer,4,True,snmse,56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8,/opt/odeformer/odeformer.pt,0.9999998124297182,0.9999998124297182,0.9994187350939058,0.9994187350939058,0.9999998124297182,True,0.9999998124297182,True,success,phasec_external_baseline_v1,success,False,False,1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,False,,[]
[],[],1,35.471114339999986,"{""gdown"":""5.2.2"",""numpy"":""1.23.5"",""pandas"":""1.5.3"",""pysindy"":""1.7.5"",""scikit-learn"":""1.2.2"",""scipy"":""1.10.1"",""sympy"":""1.13.3"",""torch"":""2.14.0+cpu""}",,,2,6906ca0a07a887c83ae9cc220226eb21a137b4de61d699f78de1a2ac458d7470,0.9999511437813574,0.9999511437813574,0.9999511437813574,0.9999511437813574,1,0.9999511437813574,True,0.9999511437813574,True,0ee16225ff89698a75ca1dd4d2560af9956e8ab3b3b0058633eb0205457986e8,success,unknown,odeformer,"{""beam_early_stopping"":true,""beam_length_penalty"":1.0,""beam_size"":50,""beam_temperature"":0.1,""beam_type"":""sampling"",""commit"":""c9193012ad07a97186290b98d8290d1a177f4609"",""config_id"":""beam50_noopt"",""constant_optimization_enabled"":false,""constant_optimization_eval_objective"":""r2"",""constant_optimization_init_random"":false,""constant_optimization_objective"":""r2"",""constant_optimization_track_eval_history"":true,""environment_id"":""candidate"",""eval_subsample_ratio"":""not_applied_full_512_point_trajectory"",""max_generated_output_len"":200,""max_input_points"":10000,""parameter_optimization"":""disabled"",""parameter_optimization_iterations"":0,""rescale"":true,""seed"":2023,""sort_metric"":""snmse"",""weight_sha256"":""56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8"",""weights_path"":""/opt/odeformer/odeformer.pt"",""weights_source"":""google_drive_id_1L_UZ0qgrBVkRuhg5j3BQoGxlvMk_Pm1W""}",0.3049 - 0.3632*x_0,True,1.0,50,0.1,sampling,50,c9193012ad07a97186290b98d8290d1a177f4609,beam50_noopt,False,r2,False,r2,True,"[0.3049,0.3632]","[0.3049,0.3632]",candidate,not_applied_full_512_point_trajectory,0.3049 - 0.3632*x_0,0.3049 - 0.3632*x_0,"[0.3049,0.3632]",200,10000,0.3049 - 0.3632*x_0,0.3049 + -0.3632 * x_0,,,0,0,not_requested,,disabled,0,True,snmse,56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8,/opt/odeformer/odeformer.pt,0.9999457799214581,0.9999457799214581,0.9999457799214581,0.9999457799214581,0.9999457799214581,True,0.9999457799214581,True,success,phasec_external_baseline_v1,success,False,False,1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,False,,[]
[],[],1,39.786787336001,"{""gdown"":""5.2.2"",""numpy"":""1.23.5"",""pandas"":""1.5.3"",""pysindy"":""1.7.5"",""scikit-learn"":""1.2.2"",""scipy"":""1.10.1"",""sympy"":""1.13.3"",""torch"":""2.14.0+cpu""}",,,2,6906ca0a07a887c83ae9cc220226eb21a137b4de61d699f78de1a2ac458d7470,0.999999718531604,0.999999718531604,0.9999511437813574,0.9999511437813574,1,0.999999718531604,True,0.999999718531604,True,0ee16225ff89698a75ca1dd4d2560af9956e8ab3b3b0058633eb0205457986e8,success,unknown,odeformer,"{""beam_early_stopping"":true,""beam_length_penalty"":1.0,""beam_size"":50,""beam_temperature"":0.1,""beam_type"":""sampling"",""commit"":""c9193012ad07a97186290b98d8290d1a177f4609"",""config_id"":""beam50_opt"",""constant_optimization_enabled"":true,""constant_optimization_eval_objective"":""r2"",""constant_optimization_init_random"":false,""constant_optimization_objective"":""r2"",""constant_optimization_track_eval_history"":true,""environment_id"":""candidate"",""eval_subsample_ratio"":""not_applied_full_512_point_trajectory"",""max_generated_output_len"":200,""max_input_points"":10000,""parameter_optimization"":""odeformer_constant_optimizer"",""parameter_optimization_iterations"":0,""rescale"":true,""seed"":2023,""sort_metric"":""snmse"",""weight_sha256"":""56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8"",""weights_path"":""/opt/odeformer/odeformer.pt"",""weights_source"":""google_drive_id_1L_UZ0qgrBVkRuhg5j3BQoGxlvMk_Pm1W""}",0.3026870712189112 - 0.360561848609629*x_0,True,1.0,50,0.1,sampling,50,c9193012ad07a97186290b98d8290d1a177f4609,beam50_opt,True,r2,False,r2,True,"[0.3026870712189112,0.360561848609629]","[0.3049,0.3632]",candidate,not_applied_full_512_point_trajectory,0.3026870712189112 - 0.360561848609629*x_0,0.3049 - 0.3632*x_0,"[0.3026870712189112,0.360561848609629]",200,10000,0.3026870712189112 - 0.360561848609629*x_0,0.3049 + -0.3632 * x_0,,,15,3,success,Optimization terminated successfully.,odeformer_constant_optimizer,3,True,snmse,56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8,/opt/odeformer/odeformer.pt,0.999999812429483,0.999999812429483,0.9999457799214581,0.9999457799214581,0.999999812429483,True,0.999999812429483,True,success,phasec_external_baseline_v1,success,False,False,1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,False,,[]
[],[],1,8.416799863000051,"{""gdown"":""5.2.2"",""numpy"":""1.23.5"",""pandas"":""1.5.3"",""pysindy"":""1.7.5"",""scikit-learn"":""1.2.2"",""scipy"":""1.10.1"",""sympy"":""1.13.3"",""torch"":""2.14.0+cpu""}",,,1,4536cb1543f6d4039af77e870645d52f3ff6e0b757f0bd98f2cf78d7258188cc,0.9391941252726691,0.9391941252726692,0.9391941252726691,0.9391941252726692,2,0.9391941252726691,True,0.9391941252726692,True,13411f5aa9fe886a381b2f1a81ffdccdc160888eee96023853d23e5a3f63f578,success,unknown,odeformer,"{""beam_early_stopping"":true,""beam_length_penalty"":1.0,""beam_size"":10,""beam_temperature"":0.1,""beam_type"":""sampling"",""commit"":""c9193012ad07a97186290b98d8290d1a177f4609"",""config_id"":""beam10_noopt"",""constant_optimization_enabled"":false,""constant_optimization_eval_objective"":""r2"",""constant_optimization_init_random"":false,""constant_optimization_objective"":""r2"",""constant_optimization_track_eval_history"":true,""environment_id"":""candidate"",""eval_subsample_ratio"":""not_applied_full_512_point_trajectory"",""max_generated_output_len"":200,""max_input_points"":10000,""parameter_optimization"":""disabled"",""parameter_optimization_iterations"":0,""rescale"":true,""seed"":2023,""sort_metric"":""snmse"",""weight_sha256"":""56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8"",""weights_path"":""/opt/odeformer/odeformer.pt"",""weights_source"":""google_drive_id_1L_UZ0qgrBVkRuhg5j3BQoGxlvMk_Pm1W""}",-0.9*x_0/(0.0023*x_0**2 - 4.255),True,1.0,10,0.1,sampling,10,c9193012ad07a97186290b98d8290d1a177f4609,beam10_noopt,False,r2,False,r2,True,"[-0.9,0.0023,2.0,4.255]","[-0.9,0.0023,2.0,4.255]",candidate,not_applied_full_512_point_trajectory,-0.9*x_0/(0.0023*x_0**2 - 4.255),-0.9*x_0/(0.0023*x_0**2 - 4.255),"[-0.9,0.0023,2.0,4.255]",200,10000,-0.9*x_0/(0.0023*x_0**2 - 4.255),0.9000 * x_0 * (4.2550 + -0.0023 * (x_0)**2)**-1,,,0,0,not_requested,,disabled,0,True,snmse,56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8,/opt/odeformer/odeformer.pt,0.917211188478304,0.917211188478304,0.917211188478304,0.917211188478304,0.917211188478304,True,0.917211188478304,True,success,phasec_external_baseline_v1,success,False,False,2,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,False,,[]
[],[],1,27.758509538,"{""gdown"":""5.2.2"",""numpy"":""1.23.5"",""pandas"":""1.5.3"",""pysindy"":""1.7.5"",""scikit-learn"":""1.2.2"",""scipy"":""1.10.1"",""sympy"":""1.13.3"",""torch"":""2.14.0+cpu""}",,,1,4536cb1543f6d4039af77e870645d52f3ff6e0b757f0bd98f2cf78d7258188cc,0.9391941250927848,0.9391941250927848,0.9391941252726691,0.9391941252726692,2,0.9391941250927848,True,0.9391941250927848,True,13411f5aa9fe886a381b2f1a81ffdccdc160888eee96023853d23e5a3f63f578,success,unknown,odeformer,"{""beam_early_stopping"":true,""beam_length_penalty"":1.0,""beam_size"":10,""beam_temperature"":0.1,""beam_type"":""sampling"",""commit"":""c9193012ad07a97186290b98d8290d1a177f4609"",""config_id"":""beam10_opt"",""constant_optimization_enabled"":true,""constant_optimization_eval_objective"":""r2"",""constant_optimization_init_random"":false,""constant_optimization_objective"":""r2"",""constant_optimization_track_eval_history"":true,""environment_id"":""candidate"",""eval_subsample_ratio"":""not_applied_full_512_point_trajectory"",""max_generated_output_len"":200,""max_input_points"":10000,""parameter_optimization"":""odeformer_constant_optimizer"",""parameter_optimization_iterations"":0,""rescale"":true,""seed"":2023,""sort_metric"":""snmse"",""weight_sha256"":""56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8"",""weights_path"":""/opt/odeformer/odeformer.pt"",""weights_source"":""google_drive_id_1L_UZ0qgrBVkRuhg5j3BQoGxlvMk_Pm1W""}",-0.9000000000998281*x_0/(0.0022999998785523893*x_0**2 - 4.254999999993821),True,1.0,10,0.1,sampling,10,c9193012ad07a97186290b98d8290d1a177f4609,beam10_opt,True,r2,False,r2,True,"[-0.9000000000998281,0.0022999998785523893,2.0,4.254999999993821]","[-0.9,0.0023,2.0,4.255]",candidate,not_applied_full_512_point_trajectory,-0.9000000000998281*x_0/(0.0022999998785523893*x_0**2 - 4.254999999993821),-0.9*x_0/(0.0023*x_0**2 - 4.255),"[-0.9000000000998281,0.0022999998785523893,2.0,4.254999999993821]",200,10000,-0.9000000000998281*x_0/(0.0022999998785523893*x_0**2 - 4.254999999993821),0.9000 * x_0 * (4.2550 + -0.0023 * (x_0)**2)**-1,,,187,2,success,Desired error not necessarily achieved due to precision loss.,odeformer_constant_optimizer,2,True,snmse,56754040be5aa92ed4767fc43ee2008faa293f87c12b643e66c7df3e1623a5e8,/opt/odeformer/odeformer.pt,0.95063184677994,0.9506318467799398,0.917211188478304,0.917211188478304,0.95063184677994,True,0.9506318467799398,True,success,phasec_external_baseline_v1,success,False,False,2,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,False,,[]
